word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Stepfather,/ˈstɛˌpfɑðɚ/,n.,"stepfather, stepfathers",None,the husband of your mother by a subsequent marriage｜母親再婚後的丈夫。,"She grew up close to her stepfather, who raised her from the age of five.",loving stepfather; strict stepfather; stepfather figure,C2
Statute,/ˈstætʃut/,n.,"statute, statutes",None,A written law or ordinance passed by a legislative body.｜立法機關通過的成文法律或條例。,"Their number is fixed by statute, currently to 37, although a number of temporary judges assist the court with its workload.",particular statute; statute of limitations; invoke statute,C2
Stepchild,/ˈstɛˌptʃaɪld/,n.,"stepchild, stepchildren",None,a child of your spouse by a former marriage｜配偶與前任伴侶所生的孩子。,"As a stepchild, she found it hard at first to bond with her new step-siblings.",intellectual stepchild; sad little stepchild; stepchild of slavery,C2
Stationary,/ˈsteɪʃəˌnɛɹi/,adj.,no changes,stationariness (n.),Not moving.｜不動的。,It is revealed that the generated stationary bipartite entanglement due to squeezed light that drives the cavities is robust against the thermal fluctuations.,stationary region; stationary distribution; stationary state,C2
Strangle,/ˈstɹæŋɡəl/,v.,"strangle, strangles, strangled, strangled, strangling","strangler (n.), strangling (n.), strangulation (n.)","to choke someone by squeezing the throat, or severely restrict growth or activity｜掐住喉嚨使某人窒息，或嚴重限制生長或活動。",Heavy taxes can strangle a young business before it ever has a chance to grow.,strangle to death; strangle a business; nearly strangle,C2
Stimulation,/ˌstɪmjəˈleɪʃən/,n. [U],no changes,stimulate (v.),A pushing or goading toward action.｜推動或激勵以促使行動。,Alex is forced to watch violent scenes while receiving unpleasant physical stimulation.,overstimulation; magnetic stimulation; transcranial stimulation,C2
Stray,/ˈstɹeɪ/,v.,"stray, strays, strayed, strayed, straying",strayer (n.),"To wander, as from a direct course; to deviate, or go out of the way.｜偏離正確路線；迷路或走偏。",The hikers strayed from the marked trail and had to retrace their steps.,stray from the course; stray from the topic; accidentally stray,C2
Stroll,/ˈstɹoʊl/,v.,"stroll, strolls, strolled, strolled, strolling",stroller (n.),To wander on foot; to ramble idly or leisurely; to rove.｜徒步漫遊；悠閒地閒逛；閒逛漫遊。,"After dinner, we strolled along the harbour and watched the boats come in.",stroll along the beach; stroll around the market; stroll past the aisles,C2
Strait,/ˈstɹeɪt/,n.,"strait, straits",None,A narrow channel of water connecting two larger bodies of water.｜連接兩大片水域的狹窄水道。,The Bering Strait separates Alaska from eastern Russia.,Taiwan Strait; narrow strait; pass through a strait,C2
Stutter,/ˈstʌtɚ/,v.,"stutter, stutters, stuttered, stuttered, stuttering",stutterer (n.),To speak (words) with a spasmodic repetition of vocal sounds.｜說話時聲音痙攣性地重複。,He began to stutter nervously the moment the interviewer asked the difficult question.,obvious stutter; stutter over words; stutter between topics,C2
Stride,/ˈstɹaɪd/,v.,"stride, strides, strode, stridden, striding",strider (n.),To walk with long steps.｜大步走。,"She strode across the stage with long, confident steps to accept the award.",hit one's stride; make great strides; giant stride,C2
Stun,/ˈstʌn/,v.,"stun, stuns, stunned, stunned, stunning",stunner (n.),To incapacitate; especially by inducing disorientation or unconsciousness.｜使喪失能力；尤指通過使人迷失方向或失去知覺。,The sheer scale of the ancient ruins never fails to stun first-time visitors.,stun an audience; stun an opponent; completely stun,C2
Stylish,/ˈstaɪlɪʃ/,adj.,"stylish, more stylish, most stylish",stylishness (n.),Having style.｜有風格的。,The stylish designer became known for elegant window displays and innovative footwear.,stylish man; stylish device; stylish manner,C2
Subordinate,/səˈbɔɹdəˌneɪt/,adj.,"subordinate, more subordinate, most subordinate","subordination (n.), subordinateness (n.)","Placed in a lower class, rank, or position.｜位於較低階級、等級或職位的。",Junior researchers remained subordinate to the laboratory director in all staffing decisions.,immediate subordinate; subordinate position; subordinate staff,C2
Superficial,/ˌsupɚˈfɪʃəl/,adj.,"superficial, more superficial, most superficial","superficies (n.), superficiality (n.)","Existing, occurring, or located on the surface.｜存在於表面、發生在表面或位於表面的。",Large language models hold transformative potential for medical decision support yet their application in psychiatry remains constrained by hallucinations and superficial reasoning.,superficial variations; superficial understanding; superficial changes,C2
Subjective,/səˈbdʒɛktɪv/,adj.,"subjective, more subjective, most subjective","subjectivity (n.), subjectiveness (n.)",taking place within the mind and modified by individual bias｜發生在心智內部並受個人偏見影響的,A study that asked participants to count each act of kindness they performed for one week significantly enhanced their subjective happiness.,subjective reports; subjective experience; subjective sense,C2
Succession,/səˈksɛʃən/,n. [U],no changes,succeed (v.),A series of people or things that follow one another in order; the act or process of succeeding.｜一系列依順序相繼的人或事物；接續的行為或過程,The explanations appeared either all at once or in rapid succession.,quick succession; rapid succession; succession of species,C2
Superintendent,/ˌsupɚəˈntɛndənt/,n.,"superintendent, superintendents",superintend (v.),"A person who is authorized to supervise, direct or administer something.｜獲授權監督、指導或管理某事物的人","After seeing the sorry state of the Ohio Division, she decides to make him its new superintendent.",building superintendent; school superintendent; general superintendent,C2
Successive,/səˈksɛsɪv/,adj.,"successive, more successive, most successive","succeed (v.), successiveness (n.)",in regular succession without gaps｜接連不斷的,"The region suffered three successive droughts, driving many farmers to abandon their land.",successive generations; successive steps; successive frames,C2
Suffocate,/ˈsʌfəˌkeɪt/,v.,"suffocate, suffocates, suffocated, suffocated, suffocating","suffocation (n.), suffocative (adj.)","To suffer, or cause someone to suffer, from severely reduced oxygen intake to the body.｜因嚴重缺氧而受苦，或使他人受苦","Without fresh air, the trapped miners could easily suffocate within a few hours.",suffocate spirit; suffocate market; suffocate civilians,C2
Suitcase,/ˈsuˌtkeɪs/,n.,"suitcase, suitcases",None,a portable rectangular container for carrying clothes｜便攜式矩形衣物容器,She packed her suitcase the night before and left for the airport at dawn.,pack a suitcase; small suitcase; suitcase handle,C2
Subsidize,/ˈsʌbsɪˌdaɪz/,v.,"subsidize, subsidizes, subsidized, subsidized, subsidizing","subsidy (n.), subsidizer (n.), subsidization (n.)",To assist (someone or something) by granting a subsidy.｜透過提供補貼來資助（某人或某物）,"Making regular flights to most villages and towns within the state commercially viable is difficult, so they are heavily subsidized by the federal government through the Essential Air Service program.",subsidize the cost; subsidize farmers; subsidize public transport,C2
Subscribe,/səbsˈkɹaɪb/,v.,"subscribe, subscribes, subscribed, subscribed, subscribing","subscriber (n.), subscription (n.)","To pay for or sign up to receive a service, publication, or regular supply of something.｜付費或登記以接收服務、出版物或定期供應的某物",Many viewers subscribe to streaming services based on trust and contractual terms.,subscribe to a service; subscribe to a newsletter; subscribe annually,C2
Summon,/ˈsʌmən/,v.,"summon, summons, summoned, summoned, summoning",summoning (n.),To call people together; to convene; to convoke.｜召集人員；召開會議,She had to summon all her courage before stepping on stage to deliver the speech.,summon a demon; summon the gods; summon leaders,C2
Superiority,/ˌsupɪɹiˈɔɹɪti/,n. [U],no changes,superior (adj.),The state of being superior.｜優越的狀態,They were blinded by their own supposed superiority that they never considered another country would beat them.,superiority complex; intellectual superiority; show superiority,C2
Surge,/ˈsɝdʒ/,v.,"surge, surges, surged, surged, surging",None,"To rush, flood, or increase suddenly.｜突然湧入、氾濫或增加",Crowds began to surge forward the moment the gates were finally opened.,sudden surge; surge in demand; surge in popularity,C2
Subscription,/səbsˈkɹɪpʃən/,n.,"subscription, subscriptions",subscribe (v.),"Access to a resource for a period of time, generally for payment.｜在一定期限內使用資源的權利，通常需付費","During the early 1990s, the average subscription lasted for about 25 months and accounted for $350 in total revenue.",subscription price; multiple subscriptions; cancel subscriptions,C2
Superstitious,/ˌsupɚˈstɪʃəs/,adj.,"superstitious, more superstitious, most superstitious",superstition (n.),showing ignorance of the laws of nature and faith in magic or chance｜表現出對自然法則的無知和對魔術或運氣的信仰,Villagers were deeply superstitious and refused to plant crops during the week of the new moon.,superstitious beliefs; superstitious thinking; superstitious nature,C2
Suspense,/səˈspɛns/,n. [U],no changes,None,A feeling of excited or anxious uncertainty about what may happen next.｜對接下來可能發生的事感到興奮或焦慮的不確定感,The film is a character study and a suspense thriller.,building suspense; build suspense; much suspense,C2
Surname,/ˈsɝˌneɪm/,n.,"surname, surnames",None,the name used to identify the members of a family (as distinguished from each member's given name)｜用於識別家庭成員的名字（區別於各成員的名字）,"In Chinese culture, the surname is traditionally written before the given name.",own surname; change surname; bear surnames,C2
Suspension,/səˈspɛnʃən/,n.,"suspension, suspensions",suspend (v.),"The act of suspending, or the state of being suspended.｜懸掛的行為或被懸掛的狀態",The car's suspension absorbed the bump in the road so smoothly that we barely noticed the pothole.,air suspension; suspension of disbelief; suspension of an account,C2
Surgical,/ˈsɝdʒɪkəl/,adj.,"surgical, more surgical, most surgical",surgery (n.),"Of, relating to, used in, or resulting from surgery.｜屬於外科手術、用於外科手術或由外科手術引起的","However, this task is very challenging due to the small sizes of surgical instrument tips, and significant variance of surgical scenes across different procedures.",surgical procedures; surgical instruments; surgical robot,C2
Supplement,/ˈsʌpləmənt/,n.,"supplement, supplements","supplementary (adj.), supplementation (n.)","Something added; especially, such an addition added to make up for a deficiency.｜添加的東西；尤指為彌補不足而添加的東西",Her doctor recommended a vitamin supplement to address the deficiency revealed in her blood test.,dietary supplement; vitamin supplement; daily supplement,C2
Surpass,/sɚˈpæs/,v.,"surpass, surpasses, surpassed, surpassed, surpassing",None,To go beyond or exceed (something) in an adjudicative or literal sense.｜在裁判意義上或字面上超越或超過（某事物）,"In the area of visually-guided manipulation, we present simulation results in which we surpass the performance of a state-of-the-art method when using only visual information from each demonstration.",surpass performance; surpass limitations; surpass estimates,C2
Symbolize,/ˈsɪmbəˌlaɪz/,v.,"symbolize, symbolizes, symbolized, symbolized, symbolizing","symbol (n.), symbolizer (n.), symbolizing (n.), symbolization (n.)",To be symbolic of; to represent.｜作為…的象徵；代表,"Built before the violent conquests, these conical towers have come to symbolize a romanticized vision of the heyday of Sardinia’s independence.",symbolize something; symbolize vision; symbolize approach,C2
Suppress,/səˈpɹɛs/,v.,"suppress, suppresses, suppressed, suppressed, suppressing","suppresser (n.), suppressor (n.), suppression (n.), suppressive (adj.)","To put an end to, especially with force, to crush, do away with; to prohibit, subdue.｜以武力結束、鎮壓、消除；禁止、抑制","Organized Insurgency, resistance groups tried to suppress the freedmen and Republicans.",suppress appetite; suppress symptoms; suppress information,C2
Swamp,/ˈswɑmp/,v.,"swamp, swamps, swamped, swamped, swamping",swampy (adj.),To drench or fill with water.｜浸濕、淹沒、充滿水,"After the storm, the low-lying fields were completely swamped, turning the roads into muddy streams.",swamp the boat; swamp the fields; completely swamp,C2
Sympathize,/ˈsɪmpəˌθaɪz/,v.,"sympathize, sympathizes, sympathized, sympathized, sympathizing","sympathy (n.), sympathizer (n.)","To have, show or express sympathy; to be affected by feelings similar to those of another, in consequence of knowing the person to be thus affected｜同情、表示同情；感受到與他人相似的情感",Nobody sympathizes with the guy whose book is number one everywhere.,sympathize deeply; sympathize with suffering; sympathize with views,C2
Synonym,/ˈsɪnəˌnɪm/,n.,"synonym, synonyms",synonymous (adj.),two words that can be interchanged in a context are said to be synonymous relative to that context｜在某語境中可以互換的兩個詞被稱為該語境的同義詞,"By employing natural language processing techniques and insights from cognitive bias research, we delve into user interactions with synonyms within digital content.",junior synonym; use synonyms; synonym for burden,C2
Symphony,/ˈsɪmfəni/,n.,"symphony, symphonies","symphonic (adj.), symphonize (v.)",A long piece of music written for an orchestra.｜為管弦樂團創作的長篇音樂作品,The orchestra performed a beautiful symphony by Beethoven last night.,perform a symphony; famous symphony; symphony orchestra,C2
Swarm,/ˈswɔɹm/,v.,"swarm, swarms, swarmed, swarmed, swarming",None,"be teeming, be abuzz｜蜂擁、充滿","In late summer, insects began to swarm over the orchard, threatening the harvest.",swarm around; swarm over; begin to swarm,C2
Syrup,/ˈsɝəp/,n.,"syrup, syrups",None,a thick sweet sticky liquid｜濃稠甜密的黏稠液體,"It's really quite thin, a light syrup or a thin honey.",cough syrup; pour syrup over; fructose syrup,C2
Telecommunications,/ˌtɛləkəˌmjunəˈkeɪʃənz/,n. [U],no changes,None,The transmission of information over long distances by electronic means.｜透過電子方式進行遠距離資訊傳輸,Modern telecommunications have made it possible to hold video calls with people on the other side of the world.,telecommunications company; telecommunications industry; telecommunications network,C2
Symmetry,/ˈsɪmətɹi/,n.,"symmetry, symmetries","symmetric (adj.), symmetrise (v.), symmetrize (v.)","Exact correspondence on either side of a dividing line, plane, center or axis.｜分界線、平面、中心或軸線兩側的精確對應","The architect admired the perfect symmetry of the facade, with each window precisely mirroring its counterpart.",rotational symmetry; break symmetry; continuous symmetry,C2
Tan,/ˈtæn/,v.,"tan, tans, tanned, tanned, tanning","tanner (n.), tannery (n.), tanning (n.)",To change to a tan colour due to exposure to the sun.｜因日曬而變成棕褐色,"After two weeks at the beach, her skin began to tan.",tan easily; tan in the sun; gradually tan,C2
Tedious,/ˈtidiəs/,adj.,"tedious, more tedious, most tedious","tedium (n.), tediousness (n.)","Boring, monotonous, time-consuming, wearisome, livelong.｜沉悶乏味的、冗長的、令人厭倦的","Prior works used natural-language instructions, but doing so required tedious human annotation.",tedious process; extremely tedious; tedious tasks,C2
Synthetic,/sɪˈnθɛtɪk/,adj.,no changes,synthesis (n.),"Of, or relating to synthesis.｜合成的",The jacket is made from a synthetic fabric that dries quickly after a downpour.,synthetic diamonds; synthetic data; synthetic rubber,C2
Tempo,/ˈtɛˌmpoʊ/,n.,"tempo, tempos",None,the speed or pace of a piece of music or an activity｜音樂或活動的速度或節奏,The tempo and mode of an adaptive process is strongly determined by the structure of the fitness landscape that underlies it.,tempo differences; change tempo; rapid tempo,C2
Teller,/ˈtɛlɚ/,n.,"teller, tellers",tell (v.),A bank employee who receives and pays out money and assists customers with their accounts.｜銀行員工，負責收取和支付款項並協助顧客處理帳務,The bank teller counted the stack of bills twice before handing the money to the customer.,bank teller; head teller; teller window,C2
Tentative,/ˈtɛntətɪv/,adj.,"tentative, more tentative, most tentative",None,Of or pertaining to a trial or trials; essaying; experimental.｜屬於或關於試驗的；實驗性的,We here provide the first tentative evidence for this by showing that engagement of the goal-driven layer reactivated latent history-driven information.,tentative ceasefire; tentative steps; tentative evidence,C2
Terrace,/ˈtɛɹəs/,n.,"terrace, terraces",None,A flat open area on the topmost floor of a building or apartment｜建築物或公寓最頂層的平坦開放區域,We ate dinner on the terrace while watching the sun sink behind the hills.,agricultural terraces; build terraces; on the terrace,C2
Tenant,/ˈtɛnənt/,n.,"tenant, tenants","tenancy (n.), tenantry (n.)",One who holds a lease (a tenancy).｜持有租約的人,The landlord may assign the lease to a new tenant only with the owner's permission.,commercial tenant; tenant rights; evict a tenant,C2
Thereafter,/ðɛˈɹæftɚ/,adv.,no changes,None,"After that time, from then on; thenceforth.｜在那時之後，從那時起；此後","Thereafter, we develop a protocol through which these elements may be represented within a cognitive experiment.",thereafter known as; thereafter referred to as; years thereafter,C2
Thermometer,/θɚˈmɑmətɚ/,n.,"thermometer, thermometers",thermometric (adj.),measuring instrument for measuring temperature｜測量溫度的儀器,The nurse placed a thermometer under his tongue to check whether he had a fever.,digital thermometer; read a thermometer; clinical thermometer,C2
Textile,/ˈtɛkˌstaɪl/,n.,"textile, textiles",None,"Any material made of interlacing or matted fibres, including carpeting and geotextiles, woven or nonwoven.｜任何由交織或編織纖維製成的材料，包括地毯和土工織物，無論是否為機織","Electronic textiles offer great wearing comfort and unobtrusiveness, thus holding potential for next-generation health monitoring wearables.",electronic textiles; in textiles; for textiles,C2
Tiptoe,/ˈtɪˌptoʊ/,v.,"tiptoe, tiptoes, tiptoed, tiptoed, tiptoeing",None,walk on one's toes｜用腳尖行走；躡手躡腳地走,"The ballet dancer moves through the sequence on tiptoe, balancing on the same bones a human would use when rising onto the balls of the feet.",tiptoe around; tiptoe out; tiptoe through tulips,C2
Tiresome,/ˈtaɪɚsəm/,adj.,"tiresome, more tiresome, most tiresome",tiresomeness (n.),Causing fatigue or boredom; wearisome.｜令人疲憊的；令人厭煩的,The journey grew tiresome once the novelty of the scenery had worn off.,a little tiresome; tiresome argument; tiresome job,C2
Tilt,/ˈtɪlt/,v.,"tilt, tilts, tilted, tilted, tilting",tilter (n.),To move into a sloping position; to lean to one side.｜傾斜；歪斜,She had to tilt her head back to see the top of the tower.,tilt the head; tilt forward; tilt to one side,C2
Torrent,/ˈtɔɹənt/,n.,"torrent, torrents",torrential (adj.),"A violent flow, as of water, lava, etc.; a stream suddenly raised and running rapidly, as down a precipice.｜洪流；急流",After the storm the gentle stream became a raging torrent of muddy water.,wild torrent; torrent of information; torrent of events,C2
Tornado,/tɔˈɹneɪˌdoʊ/,n.,"tornado, tornadoes",None,a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground｜龍捲風,It's really good to know about hurricanes and tornadoes.,tornado warning; tornado outbreak; tornado damage,C2
Trademark,/ˈtɹeɪˌdmɑɹk/,n.,"trademark, trademarks",None,"A word, symbol, or phrase used to identify a particular company's product and differentiate it from other companies' products.｜註冊商標",The company registered the logo as a trademark to prevent rivals from copying its distinctive design.,trademark rules; registered trademark; violate trademarks,C2
Transplant,/tɹænsˈplænt/,v.,"transplant, transplants, transplanted, transplanted, transplanting","transplanter (n.), transplanting (n.), transplantation (n.)",lift and reset in another soil or situation｜移植,Surgeons transplanted the donor organ into the recipient.,transplant an organ; transplant tissue; successfully transplant,C2
Token,/ˈtoʊkən/,n.,"token, tokens",None,Something serving as an expression of something else.｜象徵；標誌,She gave him a small gift as a token of her lasting gratitude.,token of gratitude; token of respect; small token,C2
Trek,/ˈtɹɛk/,v.,"trek, treks, trekked, trekked, trekking",trekker (n.),"journey on foot, especially in the mountains｜長途跋涉；徒步旅行",Each morning the villagers trek for miles to fetch clean water from the well.,trek through the mountains; trek across the desert; trek for miles,C2
Treasury,/ˈtɹɛʒɚi/,n.,"treasury, treasuries",None,the part of a government or organization that manages its money｜國庫；財政部,The national treasury announced new plans to manage the country's growing debt.,the national treasury; treasury department; public treasury,C2
Trifle,/ˈtɹaɪfəl/,n.,"trifle, trifles","trifler (n.), trifling (n.)",A thing of little value or importance; a small amount of something.｜瑣事；少量,He refused to argue over such a trifle and quietly let the matter drop.,a mere trifle; insignificant trifle; dismiss as a trifle,C2
Twilight,/ˈtwaɪˌlaɪt/,n. [U],no changes,None,"The dim, diffused light visible in the sky just after sunset or just before sunrise.｜暮色；曙光；黃昏",We walked home in the soft twilight as the last colours faded from the sky.,twilight hours; in the twilight; twilight zone,C2
Transcript,/ˈtɹænsˌkɹɪpt/,n.,"transcript, transcripts",None,Something which has been transcribed; a writing or composition consisting of the same words as the original; a written copy.｜謄本；抄本,She requested an official transcript of her university records to send to the new employer.,official transcript; transcript of a video; verbatim transcript,C2
Tropic,/ˈtɹɑpɪk/,n.,"tropic, tropics","tropics (n.), tropical (adj.)","Either of the two circles of latitude approximately 23.5° north and south of the equator, marking the limits of the sun's direct overhead position.｜回歸線","Albedo is highest near the poles and lowest in the subtropics, with a local maximum in the tropics.",Tropic of Cancer; Tropic of Capricorn; cross the tropic,C2
Transmit,/tɹænˈzmɪt/,v.,"transmit, transmits, transmitted, transmitted, transmitting","transmittal (n.), transmitter (n.), transmission (n.), transmitting (n.), transmissible (adj.)","To send or convey from one person, place or thing to another.｜傳送；傳達",Maybe that is a way of transmitting a lesson to the next generation about how to cope or about a potential dangerous situation or scenario.,transmit signals; transmit power; transmit data,C2
Trout,/ˈtɹaʊt/,n. [U],no changes,None,flesh of any of several primarily freshwater game and food fishes｜鱒魚肉,"He spent the morning casting his line across the quiet river, hoping to catch a wild trout.",brown trout; wild trout; catch a trout,C2
Trustee,/ˌtɹʌˈsti/,n.,"trustee, trustees",trust (v.),A person or institution appointed to hold and manage property or assets on behalf of others.｜受托人；保管人,Each trustee is responsible for ensuring the charity spends its funds in line with its stated mission.,charity trustee; board of trustees; act as a trustee,C2
Tuck,/ˈtʌk/,v.,"tuck, tucks, tucked, tucked, tucking",tucker (n.),To pull or gather up (an item of fabric).｜把…塞進；把…折起,She tucked the blanket around the child before leaving the room.,tuck in; tuck away; tuck under,C2
Trillion,/ˈtɹɪljən/,n.,"trillion, trillions",None,The number equal to one million million (10¹²); an extremely large quantity.｜兆,"Because the clocks were, on average, well above sea level, this meant that TAI slowed by about one part in a trillion.",trillions of dollars; trillions of tokens; many trillions,C2
Underway,/ˌʌndɚˈweɪ/,adj.,"underway, more underway, most underway",None,currently in progress｜進行中的,Investigations along all of those lines are underway.,work underway; preparations underway; already underway,C2
Unanimous,/juˈnænəməs/,adj.,no changes,unanimity (n.),"Based on unanimity, assent or agreement.｜基於全體一致意見、同意或共識的","Although the regency patronised the tribal chieftains, it never had the unanimous allegiance of the countryside, where heavy taxation frequently provoked unrest.",unanimous decision; unanimous consent; unanimous vote,C2
Turmoil,/ˈtɝˌmɔɪl/,n. [U],no changes,None,A state of great disorder or uncertainty.｜極度混亂或不安的狀態,"Amid the turmoil of military actions, on June 30, 1864, Lincoln signed into law the Yosemite Grant, which provided unprecedented federal protection for the area now known as Yosemite National Park.",emotional turmoil; political turmoil; economic turmoil,C2
Twinkle,/ˈtwɪŋkəl/,v.,"twinkle, twinkles, twinkled, twinkled, twinkling","twinkly (adj.), twinkler (n.)","to shine with a faint, flickering light｜發出微弱閃爍的光",The stars began to twinkle brightly in the clear night sky.,twinkle brightly; stars twinkle; eyes twinkle,C2
Unconditional,/ˌʌnkəˈndɪʃənəl/,adj.,no changes,None,"Absolute; without conditions, limitations, reservations or qualifications.｜絕對的；無條件的、無限制的、無保留的或無保留條件的",Flow matching has a nice property in the unconditional case: trajectories are implicitly encouraged to be unique (flows should not intersect).,unconditional love; unconditional security; unconditional surrender,C2
Underpass,/ˈʌndɚˌpæs/,n.,"underpass, underpasses",None,an underground tunnel or passage enabling pedestrians to cross a road or railway｜地下通道或隧道，讓行人穿越馬路或鐵路,"Because of heavy traffic near the monument, pedestrians use an underpass to cross the road safely.",railway underpass; pedestrian underpass; walk through the underpass,C2
Urgency,/ˈɝdʒənsi/,n. [U],no changes,"urge (v.), urgent (adj.)",The quality or condition of being urgent.｜緊急的性質或狀態,"However Congress had no power to compel the states to fund this obligation, and as the war wound down after the victory at Yorktown the sense of urgency to support the military was no longer a factor.",increasing urgency; create urgency; real urgency,C2
Underestimate,/ˈʌndɚˈɛstəˌmeɪt/,v.,"underestimate, underestimates, underestimated, underestimated, underestimating",underestimation (n.),"to think that something is smaller, cheaper, or less important than it really is｜低估",Many people underestimate the time and effort required to learn a new language well.,underestimate the cost; underestimate the risk; underestimate the power of technology,C2
Unification,/ˌjunəfəˈkeɪʃən/,n. [U],no changes,unify (v.),The act or process of unifying.｜統一或合併的行為或過程,We apply computational Game Theory to a unification of physics-based models that represent decision-making across a number of agents within both cooperative and competitive processes.,theoretical unification; unification of models; unification of peoples,C2
Upright,/əˈpɹaɪt/,adj.,"upright, more upright, most upright",uprightness (n.),Vertical; erect.｜垂直的；直立的,The bookcase was bolted upright to the wall so it would not tip over during an earthquake.,upright bass; upright posture; upright position,C2
Uprising,/əˈpɹaɪzɪŋ/,n.,"uprising, uprisings",None,A popular revolt that attempts to overthrow a government or its policies; an insurgency or insurrection.｜旨在推翻政府或其政策的民眾叛亂；叛亂或起義,The popular uprising spread rapidly from the capital to provincial cities as anger over corruption mounted.,popular uprising; armed uprising; mass uprising,C2
Unveil,/əˈnveɪl/,v.,"unveil, unveils, unveiled, unveiled, unveiling",unveiling (n.),To remove a veil from; to uncover; to reveal something hidden.｜揭開面紗；揭露；揭示隱藏的事物,We construct the phase diagram of the theory and unveil the presence of two critical lines.,unveil a plan; unveil a new model; publicly unveil,C2
Upward,/ˈʌpwɚd/,adj.,"upward, more upward, most upward",None,directed up｜向上的,"Periods with an upward market trend, higher volatility and liquidity, and lower macroeconomic uncertainty are associated with greater contrarian profitability.",upward motion; upward mobility; upward trajectory,C2
Underneath,/ˌʌndɚˈniθ/,prep.,no changes,None,"Under, below, beneath.｜在…下面",The roots spread underneath the surface of the soil.,stored underneath; hidden underneath; underneath the surface,C2
Unify,/ˈjunəˌfaɪ/,v.,"unify, unifies, unified, unified, unifying",unification (n.),Cause to become one; make into a unit; consolidate; merge; combine.｜使成為一體；使形成一個單位；合併；結合,The leader hoped a common goal would unify the divided factions within the party.,unify a nation; unify opposing theories; unify the factions,C2
Usher,/ˈʌʃɚ/,v.,"usher, ushers, ushered, ushered, ushering",usherette (n.),to guide someone somewhere or cause a new period or development to begin｜引導某人到某處或標誌著新時期或發展的開始,The Manhattan Project changed the world by ushering in the atomic age.,usher in an era; usher guests to their seats; usher in change,C2
Vaccine,/ˌvæˈksin/,n.,"vaccine, vaccines",vaccinate (v.),immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies｜免疫原，由減弱或死亡的病原細胞懸浮液製成，用於刺激抗體產生,Improved vaccine efficiency contributed to a lasting reduction in antibiotic use during the 1990s.,vaccine schedule; receive a vaccine; effective vaccine,C2
Utter,/ˈʌtɚ/,v.,"utter, utters, uttered, uttered, uttering","utterer (n.), utterable (adj.), utterance (n.)",to say or express something aloud｜大聲說出或表達某事物,"In our task setup, we compare several approaches to predicting which word an individual performing SFT will utter next.",utter a word; utter a warning; barely utter,C2
Vanity,/ˈvænəti/,n. [U],no changes,None,"excessive pride in or admiration of one's appearance, abilities, or achievements｜過度驕傲或欽佩自己的外表、能力或成就",His refusal to admit the mistake was driven largely by vanity.,personal vanity; wounded vanity; appeal to vanity,C2
Vanilla,/vəˈnɪlə/,n. [U],no changes,None,"The flavouring extracted from the pods of tropical vanilla orchids, widely used in food and perfume.｜從熱帶香草蘭豆莢中提取的香料，廣泛用於食品和香水",She preferred a simple vanilla ice cream to the fancier desserts topped with fruit and chocolate.,vanilla frosting; pure vanilla; with vanilla,C2
Velvet,/ˈvɛlvət/,n. [U],no changes,velvety (adj.),"A closely woven fabric (originally of silk, now also of cotton or man-made fibres) with a thick short pile on one side.｜一種緊密編織的織物（最初為絲綢，現在也用棉或人造纖維），一面有厚密的短毛絨","An integral component of their costume is the Xhamadan, a woolen red velvet vest adorned with folkloric motifs and gold patterns.",red velvet; velvet curtain; velvet dress,C2
Veil,/ˈveɪl/,v.,"veil, veils, veiled, veiled, veiling",None,"to cover, obscure, or conceal something, or cover it with a veil｜用面紗覆蓋、遮蔽或隱藏某物，或用面紗覆蓋",A thin mist veiled the lake as the sun began to rise.,veil the truth; partially veil; veil the landscape from view,C2
Vapor,/ˈveɪpɚ/,n.,"vapor, vapors","vaporise (v.), vaporize (v.), vaporous (adj.)","Cloudy diffused matter such as mist, steam or fumes suspended in the air.｜懸浮在空氣中的雲狀擴散物質，如霧、蒸汽或煙氣",Water vapor rose gently from the surface of the hot spring on the cold morning air.,water vapor; vapor pressure; vapor deposition,C2
Veterinarian,/ˌvɛtɹəˈnɛɹiən/,n.,"veterinarian, veterinarians",None,a doctor who practices veterinary medicine｜執業獸醫的醫生,"Determinations of clinical signs and mastitis were made by dairy farm owners, workers, and/or veterinarians, depending on each dairy.",consult a veterinarian; licensed veterinarian; local veterinarian,C2
Veto,/ˈvitoʊ/,v.,"veto, vetoes, vetoed, vetoed, vetoing",None,To use a veto against.｜使用否決權反對,The governor vetoed the bill after lawmakers refused to amend it.,veto a bill; veto a proposal; threaten to veto,C2
Vibrate,/ˈvaɪbɹeɪt/,v.,"vibrate, vibrates, vibrated, vibrated, vibrating","vibrant (adj.), vibrancy (n.), vibrator (n.), vibration (n.), vibratory (adj.)","To shake with small, rapid movements to and fro.｜以快速小幅的動作來回搖動",His phone began to vibrate quietly on the table as the message came in.,vibrate strings; vibrate at frequency; vibrate diaphragm,C2
Vibration,/vaɪˈbɹeɪʃən/,n.,"vibration, vibrations","vibrate (v.), vibrational (adj.)",the act of vibrating｜振動的行為,"In the adult state, they have tear ducts and movable eyelids, and most species have ears that can detect airborne or ground vibrations.",capturing vibration; feel vibrations; create vibrations,C2
