word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Convention,/kəˈnvɛnʃən/,n.,"convention, conventions",conventional (adj.),"a large formal meeting; an accepted custom, rule, or way of doing something｜大型正式會議；被接受的習俗、規則或做事方式","By convention, formal letters begin with a greeting.",social convention; by convention; break with convention,B2
Conventional,/kəˈnvɛnʃənəl/,adj.,"conventional, more conventional, most conventional","conventionally (adv.), convention (n.)",following accepted customs and proprieties｜遵循被接受的習俗和傳統,"While conventional NMR requires averaging over large ensembles, recent progress with single-spin quantum sensors has created the prospect of magnetic imaging of individual molecules.",conventional monetary policy; conventional approach based; conventional weapons,B2
Cooperate,/koʊˈɑpɚˌeɪt/,v.,"cooperate, cooperates, cooperated, cooperated, cooperating","cooperator (n.), cooperation (n.), cooperative (adj.)",work together on a common enterprise of project｜在共同的事業或項目上一起工作,"Iraq has, on the whole, cooperated rather well.",receivers cooperate; both cooperate; humans cooperate,B2
Convince,/kəˈnvɪns/,v.,"convince, convinces, convinced, convinced, convincing",convincible (adj.),"make (someone) agree, understand, or realize the truth or validity of something｜使（某人）同意、理解或認識到某事的真相或有效性",The evidence convinced the jury that the account was accurate.,convince someone; convince of; difficult to convince,B2
Cope,/ˈkoʊp/,v.,"cope, copes, coped, coped, coping",None,come to terms with｜學會處理,She learned to cope with the stress of exams by exercising and keeping a journal.,community cope; cope adapt; transform cope,B2
Cord,/ˈkɔɹd/,n.,"cord, cords",None,a flexible line of fibers or wire; a cord-like structure in the body｜纖維或電線的柔性線；身體中的繩狀結構,Plug the power cord into the socket behind the desk.,umbilical cord; power cord; vocal cord,B2
Copper,/ˈkɑpɚ/,n. [U],no changes,coppery (adj.),a reddish-brown metal used for electrical wiring and pipes｜一種紅褐色的金屬，用於電線和管道,They're copper lines that go up to different positions in the stadium for sound and for headsets for communications and returns.,copper pipe; copper cables; make copper,B2
Costume,/kɑˈstum/,n.,"costume, costumes",costumer (n.),the attire worn in a play or at a fancy dress ball｜在戲劇或化裝舞會上穿的服裝,And they would do barbecues and they clean the gym and they would dress up in costumes and stuff.,a fancy costume; wear a costume; an elaborate costume,B2
Cottage,/ˈkɑtədʒ/,n.,"cottage, cottages",None,a small house with a single story｜單層小房子,They rented a small stone cottage by the lake for the summer holiday.,cottage industry anymore; whole cottage; cape cod cottage,B2
Cooperative,/koʊˈɑpɚˌeɪtɪv/,adj.,"cooperative, more cooperative, most cooperative","cooperate (v.), cooperativeness (n.)",involving the joint activity of two or more｜涉及兩個或多個的聯合活動,These works use models of cooperative multi-agent systems whereby agents strive to achieve a shared global goal.,fully cooperative; cooperative relationship; cooperative schemes,B2
Cooperation,/koʊˌɑpɚˈeɪʃən/,n. [U],no changes,cooperate (v.),joint operation or action｜聯合操作或行動,"The United Nations International Methane Emissions Observatory published a list of the world's top fifty sources, emphasizing the need for global cooperation in emission reduction.",global cooperation; effective cooperation; cooperation patterns,B2
Correspond,/ˌkɔɹəˈspɑnd/,v.,"correspond, corresponds, corresponded, corresponded, corresponding","correspondent (adj.), correspondence (n.)","be compatible, similar or consistent; coincide in their characteristics｜相容、相似或一致；在特徵上相符",The numbers in the report correspond closely to our earlier estimates.,correspond with; correspond to; closely correspond,B2
Coward,/ˈkaʊɚd/,n.,"coward, cowards",cowardly (adj.),a person who shows fear or timidity｜表現出恐懼或膽怯的人,Everyone called him a coward for running away from the fight.,corrupt coward; call someone a coward; utter coward,B2
Council,/ˈkaʊnsəl/,n.,"council, councils",None,a body serving in an administrative capacity｜理事會；具有行政職能的機構,And the UN Security Council is pressuring the parties to accept a ceasefire.,national security council; un security council; local council,B2
Courageous,/kɚˈeɪdʒəs/,adj.,"courageous, more courageous, most courageous","courage (n.), courageousness (n.)",possessing or displaying courage; able to face and deal with danger or fear without flinching｜勇敢的；有膽量的；能夠面對並處理危險或恐懼而不退縮,"What also ran in the family apparently was this streak, this courageous streak.",courageous singular figures; truly courageous; courageous acts,B2
Creativity,/ˌkɹieɪˈtɪvəti/,n. [U],no changes,creative (adj.),the ability to create｜創造力,The project encourages creativity and independent thinking.,artistic creativity; encourage creativity; show creativity,B2
Courtesy,/ˈkɝtəsi/,n.,"courtesy, courtesies",None,a courteous or respectful or considerate act｜禮貌的行為；尊敬的舉動,He showed courtesy by holding the door open for the visitors.,out of courtesy; common courtesy; show courtesy,B2
Counter,/ˈkaʊntɚ/,n.,"counter, counters",count (v.),going against or opposing something; a surface in a shop or kitchen where goods are served｜反對或對抗某事物；商店或廚房中陳列商品的檯面,She placed the groceries on the kitchen counter.,kitchen counter; checkout counter; counter space,B2
Craft,/ˈkɹæft/,n.,"craft, crafts","crafty (adj.), crafter (n.)",the skilled practice of a practical occupation｜手工藝；實用行業的熟練技藝,Basket weaving is a traditional craft in the region.,traditional craft; skilled craft; craft worker,B2
Crack,/ˈkɹæk/,n.,"crack, cracks","cracker (n.), cracking (n.)",a long narrow opening｜裂縫；狹窄的裂口,A long crack had formed in the wall after the earthquake shook the building.,crack open; ass crack; crack out,B2
Critic,/ˈkɹɪtɪk/,n.,"critic, critics","critical (adj.), criticize (v.)",a person who is professionally engaged in the analysis and interpretation of works of art｜批評家；評論家；專業從事藝術作品分析與詮釋的人,Critics argue that AI tools cause a narrowing of creative possibility by producing algorithmically safe aesthetics that lack human struggle.,silence critic; brutal critic; established critic,B2
Creation,/kɹiˈeɪʃən/,n.,"creation, creations",create (v.),the human act of creating｜創造；人類的創造行為,"Additionally, we describe the challenges facing the creation of cognitive systems that can be part of symbol emergence systems.",value creation; fourth creation; great creation,B2
Creep,/ˈkɹip/,v.,"creep, creeps, crept, crept, creeping","creepy (adj.), creeper (n.), creeping (n.)",move slowly; in the case of people or animals with the body near the ground｜緩慢移動；指人或動物身體貼近地面爬行,Cold fog began to creep across the valley as the temperature dropped at night.,process called creep; faults creep; terror creep,B2
Crunchy,/ˈkɹʌntʃi/,adj.,"crunchy, crunchier, crunchiest",None,having a hard texture that makes a loud sound when bitten or pressed.｜脆的；咬或按壓時發出聲音的硬質地,The fresh carrots were sweet and crunchy.,crunchy texture; crunchy snack; crunchy vegetables,B2
Cruelty,/ˈkɹulti/,n. [U],no changes,None,a cruel act; a deliberate infliction of pain and suffering｜殘酷的行為；蓄意造成的痛苦與苦難,The film shows the cruelty of war and its effect on families.,emotional cruelty; act of cruelty; extreme cruelty,B2
Critical,/ˈkɹɪtɪkəl/,adj.,"critical, more critical, most critical","critic (n.), criticism (n.), criticality (n.), criticalness (n.)",expressing careful judgment or criticism; extremely important or essential｜表達謹慎判斷或批評的；極其重要或必要的,This critical period is designed to facilitate the collection of real-world operational data and empirical evidence from autonomous vessel trials conducted across various jurisdictions.,critical periods; critical industries; absolutely critical,B2
Criticism,/ˈkɹɪtɪˌsɪzəm/,n. [U],no changes,"critical (adj.), criticise (v.)",disapproval expressed by pointing out faults or shortcomings｜透過指出錯誤或缺點來表達不贊同,And this criticism has been levied from both political directions.,biggest criticism; fair criticism; strong criticism,B2
Criticize,/ˈkɹɪtɪˌsaɪz/,v.,"criticize, criticizes, criticized, criticized, criticizing","criticism (n.), critic (n.)",find fault with; express criticism of; point out real or perceived flaws｜挑剔；表達批評；指出真正的或感知到的缺陷,Al Houthi criticizes the president publicly for pandering to what he sees as American imperialism in Muslim lands.,heavily criticize; start criticizing; people criticize,B2
Cunning,/ˈkʌnɪŋ/,adj.,"cunning, more cunning, most cunning",cunningly (adv.),clever in a sneaky or deceptive way; able to get what you want through clever tricks｜以狡詐或欺騙方式表現聰明的；能透過巧妙伎倆獲得想要的東西,"Andrew Scott plays the cunning Tom Ripley, a stylish con man who uses morally sketchy methods to get what he wants -- even murder.",cunning folk; cunning plan; baffling cunning,B2
Crush,/ˈkɹʌʃ/,v.,"crush, crushes, crushed, crushed, crushing","crusher (n.), crushing (n.)",come down on or keep down by unjust use of one's authority｜以不當使用權力來壓制或打壓,"Iran's military would normally be able to crush Iraq in an invasion, but maybe not anymore.",crush uprising; crush resistance; crush movement,B2
Cue,/ˈkju/,n.,"cue, cues",None,a signal that tells someone it is their turn to do or say something｜告訴某人輪到他做或說某事的信號,The director gave the actor a cue to begin his next line.,take a cue; give a cue; miss the cue,B2
Cushion,/ˈkʊʃən/,n.,"cushion, cushions","cushiony (adj.), cushioning (n.)",a soft pad used for comfort or support; something that reduces shock or impact｜用於舒適或支撐的軟墊；減少震動或衝擊的物品,She placed a soft cushion behind her back.,soft cushion; seat cushion; sit on a cushion,B2
Cube,/ˈkjub/,n.,"cube, cubes",None,a hexahedron with six equal squares as faces｜六面體；六個相同正方形面組成的幾何體,The best way to describe it is to talk about the Rubik's Cube.,cube test; use cube; cube prototype,B2
Curl,/ˈkɝl/,v.,"curl, curls, curled, curled, curling","curly (adj.), curler (n.), curling (n.)","form a curl, curve, or kink｜形成捲曲、彎曲或扭結",She watched the smoke curl upward from the chimney in the still winter air.,cable curl; high positive curl; curl into,B2
Curse,/ˈkɝs/,n.,"curse, curses",None,"a profane expression; a cause of harm, misfortune, or suffering｜褻瀆的話語；造成傷害、不幸或苦難的原因",All of us when we communicate suffer from the curse of knowledge and the curse of passion.,curse words; lay a curse; under a curse,B2
Damp,/ˈdæmp/,adj.,"damp, damper, dampest","damper (n.), dampness (n.)",slightly wet｜稍微潮濕的,The basement walls felt damp after the heavy rain.,damp metallic environment; cold and damp; damp conditions,B2
Curiosity,/ˌkjʊɹiˈɑsəti/,n.,"curiosity, curiosities",curious (adj.),a state in which you want to learn more about something｜想要了解更多事物的狀態,We describe a chemical robotic assistant equipped with a curiosity algorithm that can efficiently explore the state a complex chemical system can exhibit.,morbid curiosity; out of curiosity; natural curiosity,B2
Defeat,/dɪˈfit/,v.,"defeat, defeats, defeated, defeated, defeating",defeatist (n.),win a victory over｜戰勝,Then came World War I when the European powers defeated the Ottoman Empire and conquered all of this.,defeat enemies; suffer defeat; crushing defeat,B2
Deadline,/ˈdɛˌdlaɪn/,n.,"deadline, deadlines",None,the point in time at which something must be completed｜必須完成某事的時間點,"For these goals where time is involved and there is a deadline, we do take moments to assess our trajectory.",short deadline; hard deadline; ambitious deadline,B2
Defensible,/dɪˈfɛnsəbəl/,adj.,"defensible, more defensible, most defensible","defend (v.), defensibility (n.)",capable of being defended｜能夠被防守的,The professor argued that the theory was defensible only under very specific conditions.,morally defensible; legally defensible; fundamentally defensible,B2
Decoration,/ˌdɛkɚˈeɪʃən/,n.,"decoration, decorations",decorate (v.),something used to beautify｜用於美化的東西,"From Jeremy's sequin bedazzled jacket to Mike's Halloween decorations, it's a huge group of great talent, and none of it is wasted.",decoration cultural dancing; function decoration; doors signs decoration,B2
Curve,/ˈkɝv/,n.,"curve, curves","curvy (adj.), curvey (adj.), curvature (n.)",a smoothly bending line or shape; a gradual change or trend shown on a graph｜平滑彎曲的線條或形狀；圖表中顯示的漸進變化或趨勢,I'm starting to fall off the curve here.,phillips curve; different curve; horizon curve,B2
Defensive,/dɪˈfɛnsɪv/,adj.,"defensive, more defensive, most defensive",defend (v.),intended or appropriate for defending against or deterring aggression or attack｜用於或適合抵禦、阻止侵略或攻擊的,He became defensive when his colleagues questioned his research methodology.,defensive crouch; defensive response; defensive capability,B2
Declare,/dɪˈklɛɹ/,v.,"declare, declares, declared, declared, declaring","declarer (n.), declaration (n.), declarative (adj.), declaratory (adj.)",state emphatically and authoritatively｜斷言且權威地陳述,They seize large swaths of land in the north and they declare self-governance.,declare victory; declare war; declare loyalty,B2
Definite,/ˈdɛfənət/,adj.,"definite, more definite, most definite",definitely (adv.),precise; explicit and clearly defined｜精確的；明確且清晰的,"It's not a definite plan or anything, but we did spend a lot of time making sure that the dimensions were accurate for the inside of the building.",definite description; definite articles; definite downgrade,B2
Defense,/dɪˈfɛns/,n.,"defense, defenses",None,(military) military action or resources protecting a country against potential enemies｜保衛國家抵禦潛在敵人的軍事行動或資源,"The war is led by Crown Prince Mohammed bin Salman, Saudi Arabia's up-and-coming leader and defense minister.",defense space; defense industrial base; defense tech startups,B2
Defend,/dɪˈfɛnd/,v.,"defend, defends, defended, defended, defending","defence (n.), defender (n.), defendant (n.), defensive (adj.), defensible (adj.)",argue or speak in defense of｜為...辯護或發言,"Neuro-symbolic systems now provide 'traceable reasoning' pathways, allowing organizations to audit and defend AI decisions by connecting data patterns to explicit risk policies.",defend the title; defend a position; ready to defend,B2
Delicate,/ˈdɛləkət/,adj.,"delicate, more delicate, most delicate",None,exquisitely fine and subtle and pleasing; susceptible to injury｜極為精細微妙的；易受傷害的,But it's playing with a very delicate balancing act and there's a chance that it could stumble.,delicate balancing act; delicate situation; delicate feature,B2
Delight,/dɪˈlaɪt/,n.,"delight, delights",None,a feeling of extreme pleasure or satisfaction｜極度愉悅或滿足的感覺,The children squealed with delight when they saw the presents under the tree.,delight denied; own delight; delight concentration,B2
Delightful,/dɪˈlaɪtfəl/,adj.,"delightful, more delightful, most delightful",None,greatly pleasing or entertaining｜令人非常愉悅或娛樂的,"The film is more interesting than any documentary about rocks has any right to be, and it is genuinely delightful.",delightful watching joe; delightful people; delightful thing,B2
Depart,/dɪˈpɑɹt/,v.,"depart, departs, departed, departed, departing","departer (n.), departure (n.)",move away from a place into another direction｜離開某地前往另一方向,"The train was scheduled to depart at six, but it left twenty minutes late.",faithful depart; depart quantities; head officially depart,B2
Departure,/dɪˈpɑɹtʃɚ/,n.,"departure, departures",depart (v.),the act of leaving; a change or deviation from an accepted course or standard｜離開的行為；偏離公认標準的變化,Contemporary reviews of the time called it futuristic and a radical departure.,radical departure; big departure; quite high-profile departure,B2
Demand,/dɪˈmænd/,v.,"demand, demands, demanded, demanded, demanding",demander (n.),request urgently and forcefully｜緊急且強烈地要求,"Corporate boards now treat AI governance as a core competency, demanding real-time dashboards to monitor safety failures and bias vulnerabilities.",growing demand; demand change; meet demand,B2
Demonstrate,/ˈdɛmənsˌtɹeɪt/,v.,"demonstrate, demonstrates, demonstrated, demonstrated, demonstrating","demonstrator (n.), demonstration (n.), demonstrative (adj.)",give an exhibition of to an interested audience｜向有興趣的觀眾展示,"To demonstrate how the KDI's reverse proxy is working, let us also deploy a simple containerized application on this server.",demonstrate how; experimental results demonstrate; demonstrate using evidence,B2
Desperate,/ˈdɛspɹɪt/,adj.,"desperate, more desperate, most desperate",despair (v.),arising from or marked by despair or loss of hope｜由絕望或失去希望所引起的,"After three days without water, the hikers were desperate for help.",desperate attempt; resources desperate; too desperate,B2
Demonstration,/ˌdɛmənsˈtɹeɪʃən/,n.,"demonstration, demonstrations",demonstrate (v.),a show or display; the act of presenting something to sight or view｜展示；呈現事物的行為,"To the best of our knowledge, this work presents the first demonstration of successfully training deep RL agents in the real world using observations that exclusively consist of tactile images.",first demonstration; simple demonstration; demonstration videos,B2
Dependent,/dɪˈpɛndənt/,adj.,"dependent, more dependent, most dependent","depend (v.), dependence (n.), dependency (n.)","relying on or requiring a person or thing for support, supply, or what is needed｜依賴某人或某事物以獲得支持、供應或所需之物",The project's success was dependent on securing government funding before the deadline.,become dependent; dose dependent; heavily dependent,B2
Depression,/dɪˈpɹɛʃən/,n. [U],no changes,depress (v.),a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity｜一種以自我不足的悲觀感及頹喪不振為特徵的心理狀態,A randomized controlled trial of a fully generative AI chatbot showed a fifty-one percent average decrease in depression symptoms.,great depression; treatment resistant depression; depression symptoms,B2
Dew,/ˈdu/,n. [U],no changes,dewy (adj.),water that has condensed on a cool surface overnight from water vapor in the air｜夜間空氣中的水蒸氣在涼爽表面凝結所形成的水,Tiny drops of dew covered the green grass early in the morning.,morning dew; heavy dew; fresh dew,B2
Dense,/ˈdɛns/,adj.,"dense, denser, densest","density (n.), denseness (n.)",permitting little if any light to pass through because of denseness of matter｜因物質密集而幾乎不透光,High-resolution maps reveal a complex network of dense dark matter clumps connected by faint filaments that form the invisible scaffolding of the universe.,incredibly dense; dense airspace; dense forest,B2
Deserve,/dɪˈzɝv/,v.,"deserve, deserves, deserved, deserved, deserving",None,be worthy or deserving｜值得；應得,"It clearly deserves credit for delivering on such a massive undertaking, particularly since the wealthiest nation on earth conspicuously has not.",deserve credit; you deserve better; truly deserve,B2
Detective,/dɪˈtɛktɪv/,n.,"detective, detectives",None,a police officer who investigates crimes｜調查罪案的警察,The detective interviewed every witness to the robbery.,detective novel; detective game; real detective,B2
Determination,/dɪˌtɝməˈneɪʃən/,n. [U],no changes,determine (v.),"firmness of purpose and will; also, the act of finding out the exact facts about something｜目的和意志的堅定；亦指查出某事物的精確事實",A lot of the determination of that starting number will be influenced some by genetics and some from your mom's health while she's pregnant with you.,self-determination; show determination; fierce determination,B2
Destruction,/dɪsˈtɹʌkʃən/,n. [U],no changes,destroy (v.),the termination of something by causing so much damage to it that it cannot be repaired or no longer exists｜透過造成嚴重損壞而終止某事物，使其無法修復或不再存在,Or could they tell a story about weapons of mass destruction.,environmental destruction; total destruction; destruction engine,B2
Despite,/dɪˈspaɪt/,prep.,no changes,None,without being affected by; not being prevented by something｜不受影響；不被某事物阻止,"Despite significant improvements in the last decades, the technology is not fully mature to be adopted for strenuous and non-programmed tasks.",despite becoming; despite the challenges; despite all odds,B2
Diligent,/ˈdɪlɪdʒənt/,adj.,"diligent, more diligent, most diligent",diligence (n.),quietly and steadily persevering especially in detail or exactness｜安靜而穩定地堅持，尤其在細節或精確性方面,"Yet building dams requires diligent planning, long time horizons, and is capital-intensive.",diligent student; diligent worker; diligent effort,B2
Devote,/dɪˈvoʊt/,v.,"devote, devotes, devoted, devoted, devoting","devotee (n.), devotion (n.)","give entirely to a specific person, activity, or cause｜將全部心力奉獻給特定的個人、活動或事業",She devoted her career to improving public health.,devote time; devote oneself; devote a career,B2
Devise,/dɪˈvaɪz/,v.,"devise, devises, devised, devised, devising","devisal (n.), devisee (n.), deviser (n.), devising (n.)","come up with (an idea, plan, explanation, theory, or principle) after a mental effort｜經過心智努力提出想法、計劃、解釋、理論或原則","After failing to strike a deal with the U.S., it was forced to devise a new strategy.",devise continual reinforcement; devise long-horizon plans; devise similarity measures,B2
Dignity,/ˈdɪɡnəti/,n. [U],no changes,dignify (v.),the quality of being worthy of esteem or respect｜值得尊敬或尊重的特質,"I take it for granted that when we say we want the poor to be uplifted, that we want people who are marginalized and disadvantaged in society to live lives of dignity and inclusion.",beneath my dignity; universal dignity; sense of dignity,B2
Device,/dɪˈvaɪs/,n.,"device, devices",None,an instrumentality invented for a particular purpose｜為特定目的而發明的工具,The new device is small enough to fit in a coat pocket and lasts all day on one charge.,touchscreen device; every device; mobile device,B2
Digest,/daɪˈdʒɛst/,v.,"digest, digests, digested, digested, digesting","digester (n.), digestion (n.), digestive (adj.), digestible (adj.)",convert food into absorbable substances｜將食物轉化為可吸收的物質,It can take hours for the stomach to fully digest a heavy meal.,digest laws; together digest; digest into,B2
Diligence,/ˈdɪlədʒəns/,n. [U],no changes,diligent (adj.),conscientiousness in paying proper attention to a task; giving the degree of care required in a given situation｜在任務中謹慎注意；給予所需程度的細心,"After a lifetime of diligence and anticipation, you’re either embraced by and absorbed into the establishment or bitterly estranged from it.",own due diligence; diligence phase; mentioned due diligence,B2
Diagram,/ˈdaɪəˌɡɹæm/,n.,"diagram, diagrams","diagramming (n.), diagrammatic (adj.), diagrammatical (adj.)",a drawing intended to explain how something works; a drawing showing the relation between the parts｜旨在解釋事物如何運作的圖形；顯示各部分關係的圖形,Six modes of self-propelled droplets motion were identified and classified using a time-temperature phase diagram and probed using a variety of techniques including NMR.,diagram showing; following diagram; diagram shows,B2
Diploma,/dɪˈploʊmə/,n.,"diploma, diplomas",None,a document certifying the successful completion of a course of study｜畢業證書,"We take for granted that someone will always be around to store our transcripts and that the name on our diplomas will hold, if not gain, in value.",high school diploma; earn a diploma; toward a diploma,B2
Differ,/ˈdɪfɚ/,v.,"differ, differs, differed, differed, differing","different (adj.), difference (n.)",be different｜不同,"And we made a prediction that since some of these connections differ, we're going to find genes that control neuro connectivity and that specialize in that function that differ.",differ from model; differ in terms; differ in strategy,B2
Diplomat,/ˈdɪpləˌmæt/,n.,"diplomat, diplomats",diplomatical (adj.),an official engaged in international negotiations｜外交官,Chinese diplomats have been working overtime since January portraying America as a reckless hypocrite.,senior diplomat; diplomat negotiated; career diplomat,B2
Digital,/ˈdɪdʒətəl/,adj.,no changes,digit (n.),using electronic signals represented by numbers; relating to computers or modern electronic technology｜數位的,"Originally, I came here to look at how timing equipment works with modern digital broadcast.",digital age; digital worker; digital platform,B2
Disadvantage,/ˌdɪsəˈdvæntɪdʒ/,n.,"disadvantage, disadvantages",disadvantageous (adj.),the quality of having an inferior or less favorable position｜劣勢,"But even before residency begins, med students are at a severe disadvantage… Since hospitals hold all the cards, they determine how residencies are distributed.",big disadvantage; general disadvantage; systematically disadvantage,B2
Disability,/ˌdɪsəˈbɪlɪti/,n.,"disability, disabilities",disabled (adj.),the condition of being unable to perform as a consequence of physical or mental unfitness｜殘疾,"I think things that we think are hardships or disabilities often end up being the things that make us who we are and , make us more sympathetic, give us added depth as humans.",developmental disability; physical disability; cope with disability,B2
Disaster,/dɪˈzæstɚ/,n.,"disaster, disasters",disastrous (adj.),a sudden event that causes great damage or suffering｜災難,Poor planning turned the product launch into a complete disaster for the company.,disaster recovery; environmental disaster; disaster happened,B2
Disgust,/dɪˈsɡʌst/,n. [U],no changes,None,strong feelings of dislike｜厭惡,He could not hide his disgust when he discovered the food had gone bad.,express disgust; feel disgust; show disgust,B2
Discourage,/dɪˈskɝɪdʒ/,v.,"discourage, discourages, discouraged, discouraged, discouraging",discouragement (n.),try to prevent; show opposition to｜阻止,High fees may discourage students from applying to the program.,discourage someone; strongly discourage; discourage from,B2
Dismiss,/dɪˈsmɪs/,v.,"dismiss, dismisses, dismissed, dismissed, dismissing","dismissal (n.), dismissive (adj.)",to decide that something is not important and not worth thinking about｜不予理會,The manager was too quick to dismiss the new idea without hearing the details.,dismiss an idea; quickly dismiss; dismiss a concern,B2
Disguise,/dɪˈsɡaɪz/,v.,"disguise, disguises, disguised, disguised, disguising",None,make unrecognizable｜偽裝,"And you might say, well, why would they put more sugar into a food and then disguise the sugary taste given that sweet tastes often compel people to eat more of these things.",disguise your army; poorly disguise; disguise hardly,B2
Disappoint,/ˌdɪsəˈpɔɪnt/,v.,"disappoint, disappoints, disappointed, disappointed, disappointing",disappointment (n.),fail to meet the hopes or expectations of｜使失望,Why would it be that many boys feel they're going to be perceived as feminine if they say they're disappointed or sad or ashamed.,disappointed with results; disappointed in actions; deeply disappointed,B2
Discipline,/ˈdɪsəplən/,n.,"discipline, disciplines",disciplinary (adj.),a branch of knowledge｜學科,"I provide a brief overview of research on design cognition in other disciplines, and discuss opportunities for VIS to build an analogous research program.",every discipline; strict discipline; academic discipline,B2
Dispute,/dɪsˈpjut/,n.,"dispute, disputes",disputable (adj.),a disagreement or argument about something important｜爭議,"For all their differences, the gulf between Moldova and Transnistria was still relatively small compared to nearly every other post-Soviet dispute.",legal dispute; trade dispute; processing dispute,B2
Disorder,/dɪˈsɔɹdɚ/,n.,"disorder, disorders",None,a physical condition in which there is a disturbance of normal functioning｜疾病,And I feel I have a bit of a social interaction disorder for those first few minutes.,mood disorder; cognitive disorder; autoimmune disorder,B2
Distinguished,/dɪˈstɪŋɡwɪʃt/,adj.,"distinguished, more distinguished, most distinguished",None,recognized and respected for doing something very well; highly regarded｜傑出的,I call now on the distinguished Secretary of State of the United States of America.,distinguished players; distinguished secretary; distinguished engineer,B2
Distribution,/ˌdɪstɹəˈbjuʃən/,n.,"distribution, distributions",distribute (v.),the way something is spread out or shared among people or places｜分配,The charity organized the distribution of food to local families.,power distribution; spatial distribution; inverse chi-square distribution,B2
District,/ˈdɪstɹɪkt/,n.,"district, districts",None,a region marked off for administrative or other purposes｜區,You've had school districts that have had to come up with plans for when ICE comes to their door.,entertainment district; school district; business district,B2
Distinct,/dɪˈstɪŋkt/,adj.,"distinct, more distinct, most distinct","distinctly (adv.), distinction (n.)",clearly different or separate from others｜不同的,"Human cognitive behavior arises from the interaction of specialized brain networks dedicated to distinct functions, such as language, logic, and social reasoning.",really distinct; distinct areas; distinct look,B2
Disturb,/dɪˈstɝb/,v.,"disturb, disturbs, disturbed, disturbed, disturbing",disturbance (n.),move deeply｜干擾,And humans also play a role in disturbing their natural ecosystems.,deeply disturb; disturb the peace; disturb steady progress,B2
Distribute,/dɪsˈtɹɪbjut/,v.,"distribute, distributes, distributed, distributed, distributing","distributer (n.), distributor (n.), distribution (n.), distributive (adj.)","administer or bestow, as in small portions｜以小量配給或給予","And to that end, these clocks do fine distributing timing over the IP network using a protocol called PTP.",distribute supplies; distribute evenly; distribute the profits,B2
Distinguish,/dɪˈstɪŋɡwɪʃ/,v.,"distinguish, distinguishes, distinguished, distinguished, distinguishing",distinction (n.),mark as different｜區分；使有區別,It was hard to distinguish the two sisters from a distance because they looked so alike.,distinguish features; distinguish himself; clearly distinguish,B2
Diversity,/dɪˈvɝsəti/,n.,"diversity, diversities","diverse (adj.), diversify (v.)","a wide range of different things, people, or ideas within a group｜團體中不同事物、人或觀念的廣泛多樣性","In the current contribution we explore a new design of radar based target recognition, where angular diversity is used in a cognitive manner to attain better performance.",geographic diversity; ideological diversity; cultural diversity,B2
Divine,/dɪˈvaɪn/,adj.,"divine, more divine, most divine","diviner (n.), divinity (n.), divination (n.), divinatory (adj.)",emanating from God｜來自上帝的；神聖的,The priest described the vision as a sign of divine guidance.,divine guidance; divine light; divine power,B2
Divorce,/dɪˈvɔɹs/,n.,"divorce, divorces","divorcee (n.), divorcement (n.)",the legal dissolution of a marriage｜婚姻的法律解除,"Divorce can be messy, but even more if you're wealthy.",highest divorce rate; divorce settlement; file for divorce,B2
Dodge,/ˈdɑdʒ/,v.,"dodge, dodges, dodged, dodged, dodging","dodgy (adj.), dodger (n.), dodging (n.)",make a sudden movement in a new direction so as to avoid｜突然轉向新方向以避開,Combat produces gigantic blasts of colorful VFX as enemies emit orbs for the players to dodge.,dodge through a crowd; dodging on a grid; long dodge,B2
Diverse,/daɪˈvɝs/,adj.,"diverse, more diverse, most diverse","diversity (n.), diverseness (n.)",many and different｜多樣的；不同的,"The World Economic Forum warns that this fragmentation creates 'data silos' that severely hinder the scaling of AI, which requires vast, diverse, and cross-border datasets to remain effective.",generate diverse output; diverse environments; diverse bodies,B2
Dominant,/ˈdɑmənənt/,adj.,"dominant, more dominant, most dominant","dominate (v.), dominance (n.)",exercising influence or control｜具影響力或控制力的,Linguistic hybridization is becoming the dominant mode of professional communication in virtual workspaces across the globe.,dominant drivers; dominant role; powerful dominant,B2
Draft,/ˈdɹæft/,n.,"draft, drafts","drafty (adj.), draftee (n.), drafter (n.), drafting (n.)",a document ordering the payment of money; drawn by one person or bank on another｜滙票；由一人或銀行向另一人開出的付款單據,The bank issued a draft for the full amount.,bank draft; payment draft; issue a draft,B2
Dread,/ˈdɹɛd/,v.,"dread, dreads, dreaded, dreaded, dreading",None,be afraid or scared of; be frightened of｜害怕；恐懼,Many employees dread the thought of another reorganization.,dread doing; dread the thought; deeply dread,B2
Drowsy,/ˈdɹaʊzi/,adj.,"drowsy, drowsier, drowsiest","drowse (n.), drowsiness (n.)",half asleep｜半睡半醒的；昏昏欲睡的,The warm lecture hall made several students drowsy before the end of the presentation.,drowsy meds; getting drowsy; drowsy sleeper rich,B2
Dusty,/ˈdʌsti/,adj.,"dusty, dustier, dustiest","dust (n.), dustiness (n.)",covered with a layer of dust｜覆蓋著灰塵的,The attic was filled with dusty boxes and forgotten books from decades past.,dusty road; dusty streets; dusty shelf,B2
Durable,/ˈdʊɹəbəl/,adj.,"durable, more durable, most durable",durability (n.),existing for a long time｜持久耐用的；可長期存在的,"These plates are sleek and durable with clean curved edges, there's no framing required.",durable mistrust; durable consensus against; durable truth,B2
