"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Propaganda","/ˌpɹɑpəˈɡændə/","n. [U]","no changes","propagandise (v.), propagandist (n.), propagandize (v.), propagandistic (adj.)","information that is spread for the purpose of promoting some cause","During this time, a minority of anarchists adopted tactics of revolutionary political violence, known as propaganda of the deed.","propaganda campaign; nazi propaganda; pump propaganda","C1"
"Proportion","/pɹəˈpɔɹʃən/","v.","proportion, proportions, proportioned, proportioned, proportioning","None","give pleasant proportions to","The architect tried to proportion each room so that the whole house felt balanced.","significant proportion; substantial proportion; proportion of data","C1"
"Proportion","/pɹəˈpɔɹʃən/","n.","proportion, proportions","None","the quotient obtained when the magnitude of a part is divided by the magnitude of the whole","A large proportion of the budget was set aside for repairs and maintenance.","different proportion; historical proportion; large proportion","C1"
"Projection","/pɹəˈdʒɛkʃən/","n.","projection, projections","project (v.)","a prediction made by extrapolating from past observations","Motion planning problems can be simplified by admissible projections of the configuration space to sequences of lower-dimensional quotient-spaces, called sequential simplifications.","holographic projection; value projection; future projections","C1"
"Prosecution","/ˌpɹɑsəˈkjuʃən/","n.","prosecution, prosecutions","prosecute (v.)","the institution and conduct of legal proceedings against a defendant for criminal behavior","This left the prosecution with one clear left the prosecution with one clear question.","prosecution work; face prosecution; justify prosecution","C1"
"Prospect","/ˈpɹɑspɛkt/","n.","prospect, prospects","prospector (n.)","the possibility of future success","The prospect of a long holiday cheered the tired workers enormously.","offer prospect; improve prospects; face prospect","C1"
"Prospect","/ˈpɹɑspɛkt/","v.","prospect, prospects, prospected, prospected, prospecting","prospector (n.)","search for something desirable","The miners came to prospect for gold in the dry hills above the valley.","prospect of development; prospect of peace; prospect for trends","C1"
"Province","/ˈpɹɑvəns/","n.","province, provinces","provincial (adj.)","the territory occupied by one of the constituent administrative districts of a nation","The method is applied to a corpus of French-language news to construct a century-long historical EPU index for the Canadian province of Quebec.","southern province; in province; many provinces","C1"
"Provision","/pɹəˈvɪʒən/","n.","provision, provisions","provide (v.), provisioner (n.), provisionary (adj.)","a stipulated condition","The corresponding reduced-form estimates are directionally consistent and indicate that crossing the CT eligibility frontier improves public goods provision.","sunset provision; public goods provision; provision of solutions","C1"
"Provoke","/pɹəˈvoʊk/","v.","provoke, provokes, provoked, provoked, provoking","provoker (n.), provocation (n.), provocative (adj.)","call forth (emotions, feelings, and responses)","Although the regency patronised the tribal chieftains, it never had the unanimous allegiance of the countryside, where heavy taxation frequently provoked unrest.","provoke response; provoke war; provoke conflict","C1"
"Purchase","/ˈpɝtʃəs/","v.","purchase, purchases, purchased, purchased, purchasing","purchaser (n.), purchasing (n.)","obtain by purchase; acquire by means of a financial transaction","Sales tax rates for cities and counties are also added to purchases.","purchase game; purchase monitor; purchase of ticket","C1"
"Pulse","/ˈpʌls/","n.","pulse, pulses","pulsate (v.), pulsing (n.)","(electronics) a sharp transient wave in the normal electrical state (or a series of such transients)","Radar albedo In planetary radar astronomy, a microwave (or radar) pulse is transmitted toward a planetary target (e.","pulse check; pulse duration; short pulse","C1"
"Pulse","/ˈpʌls/","v.","pulse, pulses, pulsed, pulsed, pulsing","pulsate (v.), pulsing (n.)","expand and contract rhythmically; beat rhythmically","Radar albedo In planetary radar astronomy, a microwave (or radar) pulse is transmitted toward a planetary target (e.","pulse of light; pulse of photons; pulse lights","C1"
"Purchase","/ˈpɝtʃəs/","n.","purchase, purchases","purchaser (n.), purchasing (n.)","the acquisition of something for payment","Sales tax rates for cities and counties are also added to purchases.","multiple purchase; make purchases; impulse purchases","C1"
"Pyramid","/ˈpɪɹəmɪd/","n.","pyramid, pyramids","pyramidal (adj.), pyramidical (adj.)","a polyhedron having a polygonal base and triangular sides with a common vertex","Considerable economic and financial resources were devoted to Pyramid schemes in Albania that were widely supported by the government.","first pyramid; later pyramid; build pyramids","C1"
"Quiver","/ˈkwɪvɚ/","n.","quiver, quivers","quivering (n.)","an almost pleasurable sensation of fright","Apollo is usually described as carrying a silver or golden bow and a quiver of arrows.","bodily quiver; empty quivers; use quiver","C1"
"Quiver","/ˈkwɪvɚ/","v.","quiver, quivers, quivered, quivered, quivering","quivering (n.)","shake with fast, tremulous movements","Apollo is usually described as carrying a silver or golden bow and a quiver of arrows.","bodily quiver; quiver at swung; quiver among mesh","C1"
"Questionnaire","/ˌkwɛstʃəˈnɛɹ/","n.","questionnaire, questionnaires","None","a form containing a set of questions; submitted to people to gain statistical information","We employ a Large Language Model to convert unstructured psychological interviews into structured questionnaires spanning various psychiatric and personality domains.","short questionnaire; established questionnaire; fill questionnaire","C1"
"Qualify","/ˈkwɑləˌfaɪ/","v.","qualify, qualifies, qualified, qualified, qualifying","quality (n.), qualifier (n.), qualifying (n.), qualification (n.)","prove capable or fit; meet requirements","Any sensory experience perceived while a person is asleep, such as actually hearing a door close, does not qualify as part of a dream.","fully qualify; uniquely qualify; qualify for benefits","C1"
"Quest","/ˈkwɛst/","n.","quest, quests","quester (n.)","a search for an alternative that meets cognitive criteria","Her lifelong quest for knowledge led her to study in three different countries.","quest system; vision quest; main quest","C1"
"Quota","/ˈkwoʊtə/","n.","quota, quotas","None","a prescribed number","The macroeconomic climate influences operations with regard to, e.g., raw material prices, financing, supply chain utilization and demand quotas.","demand quota; sufficient quota; hit quota","C1"
"Racism","/ˈɹeɪˌsɪzəm/","n. [U]","no changes","racist (n.)","the prejudice that members of one race are intrinsically superior to members of other races","Someone spoke to a veteran who told me anything that happened to him in war paled by comparison to the systemic racism that he experienced when he came back from war.","racism label; systemic racism; scientific racism","C1"
"Ragged","/ˈɹæɡəd/","adj.","ragged, more ragged, most ragged","raggedness (n.)","being or dressed in clothes that are worn or torn","Third, we analyze non-parametric uncertainty quantification via block bootstrapping for predictive intervals and confidence bands on feature importance under serial dependence and ragged edge.","ragged edge; ragged clothing; looks ragged","C1"
"Rack","/ˈɹæk/","n.","rack, racks","None","framework for holding objects","He hung his wet coat on the wooden rack beside the front door.","whole rack; rack room; in rack","C1"
"Rack","/ˈɹæk/","v.","rack, racks, racked, racked, racking","None","go at a rack","The horse began to rack smoothly along the lane as the rider relaxed in the saddle.","rack unit; rack up; rack mount","C1"
"Radiation","/ˌɹeɪdiˈeɪʃən/","n. [U]","no changes","radiate (v.)","energy that is radiated or transmitted in the form of rays or waves or particles","How could you make that much of a tight burst of radiation in that small amount of time at those incredibly high energies.","creates radiation; emit radiation; thermal radiation","C1"
"Radical","/ˈɹædəkəl/","adj.","radical, more radical, most radical","None","(used of opinions and actions) far beyond the norm",""" Anarcho-communism developed from radical socialist currents after the French Revolution but was first formulated as such in the Anarchism in Italy section of the First International.","radical proposals; radical acceptance; radical change","C1"
"Radical","/ˈɹædəkəl/","n.","radical, radicals","None","(chemistry) two or more atoms bound together as a single unit and forming part of a molecule",""" Anarcho-communism developed from radical socialist currents after the French Revolution but was first formulated as such in the Anarchism in Italy section of the First International.","radical acceptance; radical embodiment; identify radicals","C1"
"Raid","/ˈɹeɪd/","v.","raid, raids, raided, raided, raiding","raider (n.)","search without warning, make a sudden surprise attack on","They often made raids on European coastal towns to capture Christian slaves to sell at Slavery in the Ottoman Empire in North Africa and other parts of the Ottoman Empire.","early raid; probing raid; raid on territory","C1"
"Raid","/ˈɹeɪd/","n.","raid, raids","raider (n.)","a sudden short attack","They often made raids on European coastal towns to capture Christian slaves to sell at Slavery in the Ottoman Empire in North Africa and other parts of the Ottoman Empire.","early raid; probing raid; first raid","C1"
"Rally","/ˈɹæli/","n.","rally, rallies","rallying (n.)","a large gathering of people intended to arouse enthusiasm","Thousands of supporters gathered for a peaceful rally in the town square.","current rally; rally around; hold rallies","C1"
"Rally","/ˈɹæli/","v.","rally, rallies, rallied, rallied, rallying","rallying (n.)","gather","The captain tried to rally the tired team for one final effort before the whistle.","rally cry; rally troops; rally support","C1"
"Ranch","/ˈɹæntʃ/","n.","ranch, ranches","rancher (n.), ranching (n.)","farm consisting of a large tract of land along with facilities needed to raise livestock (especially cattle)","First, ranches across the Great Plains funneled their cattle to Great Plains funneled their cattle to cities in the Midwest.","dude ranch; big ranch; own ranch","C1"
"Ranch","/ˈɹæntʃ/","v.","ranch, ranches, ranched, ranched, ranching","rancher (n.), ranching (n.)","manage or run a ranch","First, ranches across the Great Plains funneled their cattle to Great Plains funneled their cattle to cities in the Midwest.","imperial cheddar ranch; big dog ranch; ranch on plot","C1"
"Rail","/ˈɹeɪl/","n.","rail, rails","railing (n.)","a barrier consisting of a horizontal bar and supports","Exploiting his embellished frontier legend of clearing land and splitting fence rails, Lincoln's supporters promoted him as ""The Rail Candidate""","third rail; build rail; on rails","C1"
"Rear","/ˈɹɪɹ/","n.","rear, rears","rearing (n.)","the back of a military formation or procession","But I think with trauma it's different because the effects of trauma can remain with you even after the event is in the rear view mirror.","rear view mirror; rear chamber; rear wall","C1"
"Rattle","/ˈɹætəl/","n.","rattle, rattles","rattler (n.), rattling (n.)","a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders)","For example, it was used on rattle (percussion instrument)s to adhere gourds or turtle shells to rattle handles.","alligator shake rattle; rattle in wind; rattle in hands","C1"
"Rattle","/ˈɹætəl/","v.","rattle, rattles, rattled, rattled, rattling","rattler (n.), rattling (n.)","make short successive sounds","For example, it was used on rattle (percussion instrument)s to adhere gourds or turtle shells to rattle handles.","rattle silicon valley; rattle off; rattle chests","C1"
"Random","/ˈɹændəm/","adj.","random, more random, most random","randomness (n.)","lacking any definite plan or order or purpose; governed by or depending on chance","A dog show is not a random sampling of the breed: it is typically limited to dogs that are adult, pure-bred, and exemplary.","random fact; random walk; random access","C1"
"Rear","/ˈɹɪɹ/","adj.","rear, rearer, rearest","rearing (n.)","located in or toward the back or rear","But I think with trauma it's different because the effects of trauma can remain with you even after the event is in the rear view mirror.","rear view mirror; rear chamber; rear wall","C1"
"Realism","/ˈɹilɪzəm/","n. [U]","no changes","realist (n.)","the attribute of accepting the facts of life and favoring practicality and literal truth","This paper proposes enhancements to the RICE-N simulation and multi-agent reinforcement learning framework to improve the realism of international climate policy negotiations.","philosophical realism; bring realism; achieve realism","C1"
"Ratio","/ˈɹeɪʃiˌoʊ/","n.","ratio, ratios","None","the relative magnitudes of two quantities (usually expressed as a quotient)","The recipe works best when you keep the ratio of flour to water just right.","correct ratio; proper ratio; same ratio","C1"
"Rational","/ˈɹæʃənəl/","adj.","rational, more rational, most rational","rationally (adv.), rationality (n.)","consistent with or based on or using reason","And the rational thinking part of ourselves is the chariot with the whip and the reins trying to control the horses of our instincts and making sure that we go where we want to go.","rational outcomes; rational arguments; rational decision","C1"
"Rebellion","/ɹɪˈbɛljən/","n.","rebellion, rebellions","rebel (v.), rebellious (adj.)","refusal to accept some authority or code or convention","It might have been an internal rebellion by the locals rising up, precisely because they're starving, because there's no water, there's no food, anything that.","armed rebellion; peasant rebellion; internal rebellion","C1"
"Reassure","/ˌɹiəˈʃʊɹ/","v.","reassure, reassures, reassured, reassured, reassuring","reassurance (n.)","cause to feel sure; give reassurance to","This desire -- to reassure existing attitudes while avoiding cognitive dissonance -- is one of the most influential and widely accepted theories in social psychology by now.","reassure yourself; reassure public; reassure investors","C1"
"Recipient","/ɹəˈsɪpiənt/","adj.","recipient, more recipient, most recipient","None","receiving","In this model, there are three factors influencing the persuasion process, including credibility of the leaders, characteristic of the recipient, and group environment.","recipient doesn t; recipient bloomberg recently; nvidia sponsor recipient","C1"
"Recipient","/ɹəˈsɪpiənt/","n.","recipient, recipients","None","a person who receives something","In this model, there are three factors influencing the persuasion process, including credibility of the leaders, characteristic of the recipient, and group environment.","paycheck recipient; recipient of abuse; notify recipient","C1"
"Recite","/ɹəˈsaɪt/","v.","recite, recites, recited, recited, reciting","recital (n.), recitation (n.)","recite in elocution","An affidavit may also recite that the statement it records was made under penalty of perjury.","recite lines; recite poetry; recite poem","C1"
"Recession","/ɹɪˈsɛʃən/","n.","recession, recessions","recessive (adj.)","the state of the economy declines; a widespread decline in the GDP and employment and trade lasting from six months to a year","Due to the global recession, the economy contracted an estimated −0.","follow recession; great recession; economic recession","C1"
"Realm","/ˈɹɛlm/","n.","realm, realms","None","a domain in which something is dominant","Chance as an incidental cause lies in the realm of Accident (philosophy), ""from what is spontaneous""","platonic realm; comedy realm; digital realm","C1"
"Refuge","/ˈɹɛfjudʒ/","n. [U]","no changes","None","a safe place","Catherine's refuge for once beautiful C Catherine's refuge for women seven women seven dead oh St Catherine's refuge for vulnerable.","took refuge; take refuge; seek refuge","C1"
"Recruit","/ɹəˈkɹut/","n.","recruit, recruits","recruiter (n.), recruitment (n.)","a recently enlisted soldier",""" Under the tutelage of the Guru, Bhai Kanhaiya subsequently founded a volunteer corps for altruism, which is still engaged today in doing good to others and in training new recruits for this service.","recruit spies; recruits as soldiers; recruit for war","C1"
"Recruit","/ɹəˈkɹut/","v.","recruit, recruits, recruited, recruited, recruiting","recruiter (n.), recruitment (n.)","register formally as a participant or member","The charity hopes to recruit more volunteers before the busy winter season.","recruit spies; recruit developers; recruit support","C1"
"Recommend","/ˌɹɛkəˈmɛnd/","v.","recommend, recommends, recommended, recommended, recommending","recommendation (n.)","push for something","The doctor will recommend plenty of rest until the fever finally goes down.","usually recommend; recommend caution; recommend game","C1"
"Recommendation","/ˌɹɛkəməˈndeɪʃən/","n.","recommendation, recommendations","recommend (v.)","something (as a course of action) that is recommended as advisable","Texts vary in their recommendations regarding the continuation of the ANOVA procedure after encountering an interaction.","music recommendation; strong recommendation; make recommendations","C1"
"Rehearsal","/ɹɪˈhɝsəl/","n.","rehearsal, rehearsals","rehearse (v.)","a practice session in preparation for a public performance (as of a play or speech or concert)","In March 1969, Apollo 9 put the lunar module through its paces in Earth orbit, and in May Apollo 10 conducted a ""dress rehearsal"" in lunar orbit.","great dress rehearsal; first rehearsal; behavioural rehearsal","C1"
"Regardless","/ɹəˈɡɑɹdləs/","adj.","regardless, more regardless, most regardless","None","(usually followed by `of') without due thought or consideration","And they are always socially constructive, regardless of where the political fault lines are that week or that month.","consistent regardless; regardless background; regardless economy","C1"
"Regardless","/ɹəˈɡɑɹdləs/","adv.","no changes","None","in spite of everything; without regard to drawbacks","And they are always socially constructive, regardless of where the political fault lines are that week or that month.","regardless religion regardless; united states regardless; consistent regardless","C1"
"Rental","/ˈɹɛntəl/","n.","rental, rentals","rent (v.)","property that is leased or rented out or let","There are also privately operated water taxis, a water bus, a boat-sharing operation, electric rental boats, and canal cruises, that transport people along Amsterdam's waterways.","rental homes; rental services; for rentals","C1"
"Regime","/ɹəˈʒim/","n.","regime, regimes","None","the organization that is the governing authority of a political unit","She followed a strict training regime in the months before the marathon.","iraqi regime; different regime; new regime","C1"
"Reminder","/ɹiˈmaɪndɚ/","n.","reminder, reminders","remind (v.)","a message that helps you remember something","The old photograph was a gentle reminder of the happy summers of her childhood.","constant reminder; set reminder; daily reminder","C1"
"Repay","/ɹiˈpeɪ/","v.","repay, repays, repaid, repaid, repaying","repayment (n.)","pay back","Groups that repay in full and on time receive the standard maximum loan increase for the next cycle.","never repay; repay debt; repay loan","C1"
"Reinforce","/ˌɹiɪˈnfɔɹs/","v.","reinforce, reinforces, reinforced, reinforced, reinforcing","reinforcer (n.), reinforcement (n.)","make stronger","Anarchists also reinforced their propaganda Anarchism and the arts, some of whom practised naturism and nudism.","continuously reinforce; reinforce idea; reinforce beliefs","C1"
"Render","/ˈɹɛndɚ/","v.","render, renders, rendered, rendered, rendering","rendering (n.), rendition (n.)","cause to become","The Oscar statuette depicts a knight, rendered in the Art Deco style.","render assistance; render it useless; render a verdict","C1"
"Removal","/ɹɪˈmuvəl/","n.","removal, removals","remove (v.)","the act of removing","Most Native American tribes were Indian removal from the state within a few years of the passage of the Indian Removal Act by Congress in 1830.","complete removal; incremental removal; removal of strategies","C1"
"Resemblance","/ɹɪˈzɛmbləns/","n.","resemblance, resemblances","resemble (v.)","similarity in appearance or external or superficial details","These formless masses of flesh and bone These formless masses of flesh and bone bore little or no resemblance to a human bore little or no resemblance to a human body.","bear resemblance; strong resemblance; visual resemblance","C1"
"Residence","/ˈɹɛzɪdəns/","n.","residence, residences","reside (v.), resident (adj.), residential (adj.)","any address at which you dwell more than temporarily","This quantity can consist of total wages measured at the place of work, or of income registered at the place of residence.","private residence; permanent residence; primary residence","C1"
"Reservoir","/ˈɹɛzəˌvwɑɹ/","n.","reservoir, reservoirs","None","a large or extra supply of something","When the coupling to the reservoirs is reduced, the geometric torque is the only nonzero contribution.","pump reservoir; reservoir of energy; internal reservoir","C1"
"Residential","/ˌɹɛzɪˈdɛntʃəl/","adj.","no changes","residence (n.)","used or designed for residence or limited to residences","This study enhances Re:PolyWorld's performance on complex urban residential structures by incorporating attention-based backbones and additional area segmentation loss.","residential areas; residential buildings; both residential","C1"
"Resident","/ˈɹɛzɪdənt/","adj.","resident, more resident, most resident","reside (v.), residence (n.), residency (n.)","living in a particular place","As the resident expert on birds, she answered every question the visitors asked.","tax resident; resident lawyer; resident population","C1"
"Respondent","/ɹɪˈspɑndənt/","n.","respondent, respondents","respond (v.)","the codefendant (especially in a divorce proceeding) who is accused of adultery with the corespondent","A human subject study further validates our hypotheses and highlights key behavioural differences between VLMs and human respondents.","human respondents; virtual respondents; many respondents","C1"
"Resident","/ˈɹɛzɪdənt/","n.","resident, residents","reside (v.), residence (n.), residency (n.)","someone who lives at a particular place for a prolonged period or who was born there","Black residents effectively taxed themselves twice, by raising additional monies to supply matching funds for such schools, which were built in many rural areas.","local resident; new residents; many residents","C1"
"Resume","/ɹɪˈzum/","n.","resume, resumes","resumption (n.)","short descriptive summary (of events)","Dwan managed to track the company down, and learned that they were waiting for a film director (who was an alcoholic) to return from a binge and allow them to resume their work.","resume generation; lengthy resume; resume from checkpoint","C1"
"Republican","/ɹɪˈpʌblɪkən/","n.","republican, republicans","None","a member of the Republican Party","Organized Insurgency, resistance groups tried to suppress the freedmen and Republicans.","traditional republican; republican nominee; fight republican","C1"
"Resort","/ɹɪˈzɔɹt/","n.","resort, resorts","None","a hotel located in a resort area","Bush exchange handshakes at the Windsor Hotel Toya Resort and Spa in Tōyako Town, Abuta District, Hokkaidō in 2008.","last resort; at resort; independent resorts","C1"
"Resort","/ɹɪˈzɔɹt/","v.","resort, resorts, resorted, resorted, resorting","None","have recourse to","Bush exchange handshakes at the Windsor Hotel Toya Resort and Spa in Tōyako Town, Abuta District, Hokkaidō in 2008.","last resort; resort to means; resort to murder","C1"
"Republican","/ɹɪˈpʌblɪkən/","adj.","no changes","None","relating to or belonging to the Republican Party","The Republican Party (United States) currently holds a majority in both houses of the Legislature.","traditional republican; republican nominee; republican high-profile republican","C1"
"Resume","/ɹɪˈzum/","v.","resume, resumes, resumed, resumed, resuming","resumption (n.)","take up or begin anew","Dwan managed to track the company down, and learned that they were waiting for a film director (who was an alcoholic) to return from a binge and allow them to resume their work.","resume flights; resume work; resume session","C1"
"Rhetoric","/ˈɹɛtɚɪk/","n. [U]","no changes","rhetorical (adj.), rhetorically (adv.)","using language effectively to please or persuade","His approach and rhetoric cost Lincoln political support in his district, and newspapers derisively nicknamed him ""spotty Lincoln""","extremely militant rhetoric; political rhetoric; blame rhetoric","C1"
"Retail","/ˈɹiˌteɪl/","n. [U]","no changes","retailer (n.), retailing (n.)","the selling of goods to consumers; usually in small quantities and not for resale","Alabama's economy in the 21st century is based on automotive, finance, tourism, manufacturing, aerospace, mineral extraction, healthcare, education, retail, and technology.","retail clients; retail therapy; full retail","C1"
"Rib","/ˈɹɪb/","v.","rib, ribs, ribbed, ribbed, ribbing","ribbing (n.)","form vertical ribs by knitting","This very mid meat is supported by a weird skeleton without ribs by a weird skeleton without ribs or a tailbone and a lot of cartilage.","rib of wood; rib of branches; rib of specimen","C1"
"Rib","/ˈɹɪb/","n.","rib, ribs","ribbing (n.)","support resembling the rib of an animal","This very mid meat is supported by a weird skeleton without ribs by a weird skeleton without ribs or a tailbone and a lot of cartilage.","break ribs; eat rib; curved ribs","C1"
"Ridge","/ˈɹɪdʒ/","n.","ridge, ridges","None","a long narrow natural elevation or striation","A region undergoing a profound shift is where the Antarctic Circumpolar Current intersects the Pacific-Antarctic Ridge, an area important for carbon draw-down and fisheries.","metaphorical ridge; follow ridge; cross ridge","C1"
"Ridge","/ˈɹɪdʒ/","v.","ridge, ridges, ridged, ridged, ridging","None","extend in ridges","A region undergoing a profound shift is where the Antarctic Circumpolar Current intersects the Pacific-Antarctic Ridge, an area important for carbon draw-down and fisheries.","metaphorical ridge; along neutral ridge; ridge with degrees","C1"
"Retail","/ˈɹiˌteɪl/","v.","retail, retails, retailed, retailed, retailing","retailer (n.), retailing (n.)","be sold at the retail level","Alabama's economy in the 21st century is based on automotive, finance, tourism, manufacturing, aerospace, mineral extraction, healthcare, education, retail, and technology.","retail clients; retail therapy; retail on game","C1"
"Revenue","/ˈɹɛvəˌnu/","n.","revenue, revenues","None","the entire amount of income before any deductions are made","Ticket sales provide the main source of revenue for the small theatre.","revenue numbers; revenue streams; more revenue","C1"
"Rigid","/ˈɹɪdʒəd/","adj.","rigid, more rigid, most rigid","rigidly (adv.), rigidity (n.)","incapable of or resistant to bending","And paradoxically, the way to develop more control and discipline in your life is not to implement rigid structures and brute force everything with willpower.","rigid objects; rigid structure; rigid consistency","C1"
"Reverse","/ɹɪˈvɝs/","v.","reverse, reverses, reversed, reversed, reversing","reversal (n.), reversible (adj.)","change to the contrary","The committee agreed to reverse its earlier decision after hearing the new evidence.","reverse engineering; reverse direction; reverse trend","C1"
"Rim","/ˈɹɪm/","v.","rim, rims, rimmed, rimmed, rimming","None","run around the rim of","We have lots of examples of skulls with holes in them where you can see new bone growth around the rim of the skull, which proves that the person must have survived this trepanation.","rim of glasses; rim of skull; rim of reflections","C1"
"Rifle","/ˈɹaɪfəl/","n.","rifle, rifles","None","a shoulder firearm with a long barrel and a rifled bore","One of the first implementations used it because it was a rare token in the vocabulary, but it's a rifle.","fully automatic rifle; with rifle; rifle over head","C1"
"Rifle","/ˈɹaɪfəl/","v.","rifle, rifles, rifled, rifled, rifling","None","steal goods; take as spoils","The expanded bullet could grip spiral expanded bullet could grip spiral grooves carved into the inside of the grooves carved into the inside of the barrel called rifling.","rifle over head; rifle to regiments; fully automatic rifle","C1"
"Rim","/ˈɹɪm/","n.","rim, rims","None","the shape of a raised edge of a more or less circular object","We have lots of examples of skulls with holes in them where you can see new bone growth around the rim of the skull, which proves that the person must have survived this trepanation.","rim lighting; rim of glasses; rim of skull","C1"
"Riot","/ˈɹaɪət/","n.","riot, riots","rioter (n.), rioting (n.), riotous (adj.)","a public act of violence by an unruly mob","They mostly engage in confronting the police during demonstrations and riots, especially in countries such as Anarchism in Canada, Anarchism in Greece, and Anarchism in Mexico.","riot act; riot shields; cause riot","C1"
"Riot","/ˈɹaɪət/","v.","riot, riots, rioted, rioted, rioting","rioter (n.), rioting (n.), riotous (adj.)","take part in a riot; disturb the public peace by engaging in a riot","They mostly engage in confronting the police during demonstrations and riots, especially in countries such as Anarchism in Canada, Anarchism in Greece, and Anarchism in Mexico.","riot act; riot shields; riot in prison","C1"
"Ridiculous","/ɹɪˈdɪkjələs/","adj.","ridiculous, more ridiculous, most ridiculous","ridicule (n.), ridiculousness (n.)","inspiring scornful pity","It's going to make you look ridiculous.","ridiculous thing; ridiculous plot; ridiculous question","C1"
"Ritual","/ˈɹɪtʃuəl/","adj.","no changes","ritualize (v.)","of or relating to or characteristic of religious rituals","The dancers performed a slow ritual movement that had been passed down for centuries.","ritual battles; ritual performance; ritual sacrifice","C1"
"Rip","/ˈɹɪp/","n.","rip, rips","None","a dissolute man in fashionable society","Ashoka then threatened to ""tear out her eyes, rip open her body with sharp rakes, impale her alive on a spit, cut off her nose with a saw, cut out her tongue with a razor.","rip off atoms; rip from homes; rip in side","C1"
"Rod","/ˈɹɑd/","n.","rod, rods","None","a long thin implement made of metal or wood","He was the first male player to have reached four consecutive Grand Slam finals since Rod Laver achieved the Grand Slam in 1969.","lightning rod; rod system; fire rods","C1"
"Rival","/ˈɹaɪvəl/","adj.","rival, more rival, most rival","rivalry (n.), rivalrous (adj.)","competing with another for the same goal or position","The two rival teams have played against each other for many years.","rival company; rival team; rival group","C1"
"Rival","/ˈɹaɪvəl/","n.","rival, rivals","rivalry (n.), rivalrous (adj.)","the contestant you hope to defeat","The two shops were fierce rivals competing for the same loyal customers.","regional rival; rival saudi arabia; major rival","C1"
"Rip","/ˈɹɪp/","v.","rip, rips, ripped, ripped, ripping","None","tear or be torn violently","Be careful not to rip the delicate paper as you unwrap the fragile gift.","rip off; rip out; jeans rip","C1"
"Rival","/ˈɹaɪvəl/","v.","rival, rivals, rivaled, rivaled, rivaling","rivalry (n.), rivalrous (adj.)","be equal to in quality or ability","Few modern singers can rival the warmth and range of her remarkable voice.","geopolitical rival; major rival; regional rival","C1"
"Risky","/ˈɹɪski/","adj.","risky, riskier, riskiest","risk (n.), riskiness (n.)","involving risk or danger","For this reason, labor-induced abortion is legally risky in the United States.","extremely risky; risky move; risky behavior","C1"
"Ritual","/ˈɹɪtʃuəl/","n.","ritual, rituals","ritualize (v.)","any customary observance or practice","Rituals are one way to do that.","relationship ritual; ancient rituals; follow rituals","C1"
"Sacred","/ˈseɪkɹəd/","adj.","sacred, more sacred, most sacred","sacredness (n.)","concerned with religion or religious purposes","The Ilienses perform sacred ceremonies in honour of them all, and even of Ajax the Great.","sacred land; sacred honor; sacred site","C1"
"Saddle","/ˈsædəl/","n.","saddle, saddles","saddlery (n.)","a seat for the rider of a horse or camel","We also introduce a novel method to compute complementarity-aware gradients that help downstream optimization tasks avoid stalling in saddle points.","a leather saddle; climb into the saddle; a worn saddle","C1"
"Saddle","/ˈsædəl/","v.","saddle, saddles, saddled, saddled, saddling","saddlery (n.)","put a saddle on","The stable boy hurried to saddle the horse before the morning ride began.","saddle a horse; saddle the pony; saddle up","C1"
"Salon","/səˈlɑn/","n.","salon, salons","None","gallery where works of art can be displayed","I've been drinking some delicious salon this drinking some delicious salon this morning, which I've been enjoying a morning, which I've been enjoying a lot.","hair salon; multiple salons; musical salons","C1"
"Salmon","/ˈsæmən/","n. [U]","no changes","None","any of various large food and game fishes of northern waters; usually migrate from salt to fresh water to spawn","Although when they really try, Mhler can match strong swimmers Mhler can match strong swimmers salmon or marlins.","salmon populations; wild alaskan salmon; eat salmon","C1"
"Salmon","/ˈsæmən/","adj.","salmon, more salmon, most salmon","None","of orange tinged with pink","Although when they really try, Mhler can match strong swimmers Mhler can match strong swimmers salmon or marlins.","salmon populations; wild alaskan salmon; eating salmon","C1"
"Saint","/ˈseɪnt/","v.","saint, saints, sainted, sainted, sainting","saintly (adj.), sainthood (n.)","hold sacred","It's not what you eat, but when you eat it,"" said Harika Dadigiri, MD, resident physician at New York Medical College at Saint Mary's and Saint Clare's Hospital, and the study's lead author.","saint in world; saint petersburg state; saint protocol","C1"
"Saint","/ˈseɪnt/","n.","saint, saints","saintly (adj.), sainthood (n.)","a person who has died and has been declared a saint by canonization","It's not what you eat, but when you eat it,"" said Harika Dadigiri, MD, resident physician at New York Medical College at Saint Mary's and Saint Clare's Hospital, and the study's lead author.","moral saint; remarkable saints; of saints","C1"
"Sandal","/ˈsændəl/","n.","sandal, sandals","None","a shoe consisting of a sole fastened by straps to the foot","And they used this to form sandals, bottles, and balls.","japanese sandal; wear sandals; of sandal","C1"
"Scandal","/ˈskændəl/","n.","scandal, scandals","scandalise (v.), scandalize (v.), scandalous (adj.)","disgraceful gossip about the private lives of other people","In my opinion, that's very worrying and In my opinion, that's very worrying and potentially a scandal for the potentially a scandal for the government.","iran contra scandal; biggest scandal; huge scandal","C1"
